"","time","use..kW.","day","hour"
"4494",2020-07-06 11:00:00,61.473566668,1,11
"4495",2020-07-06 12:00:00,46.417616665,1,12
"4496",2020-07-06 13:00:00,28.482416665,1,13
"4497",2020-07-06 14:00:00,18.684816669,1,14
"4498",2020-07-06 15:00:00,41.042166666,1,15
"4499",2020-07-06 16:00:00,33.466733334,1,16
"4500",2020-07-06 17:00:00,4.984816665,1,17
"4501",2020-07-06 18:00:00,21.508966671,1,18
"4502",2020-07-06 19:00:00,6.809666695,1,19
"4503",2020-07-06 20:00:00,22.793466668,1,20
"4504",2020-07-06 21:00:00,72.919583332,1,21
"4505",2020-07-06 22:00:00,61.021866667,1,22
"4506",2020-07-06 23:00:00,445.804033331,1,23
"4507",2020-07-07 00:00:00,429.477566667,2,0
"4508",2020-07-07 01:00:00,413.003866679,2,1
"4509",2020-07-07 02:00:00,165.727250004,2,2
"4510",2020-07-07 03:00:00,159.199183333,2,3
"4511",2020-07-07 04:00:00,96.507299997,2,4
"4512",2020-07-07 05:00:00,61.878200002,2,5
"4513",2020-07-07 06:00:00,77.454050001,2,6
"4514",2020-07-07 07:00:00,51.231899999,2,7
"4515",2020-07-07 08:00:00,27.119833333,2,8
"4516",2020-07-07 09:00:00,57.423966664,2,9
"4517",2020-07-07 10:00:00,18.851083337,2,10
"4518",2020-07-07 11:00:00,51.463616667,2,11
"4519",2020-07-07 12:00:00,40.421750001,2,12
"4520",2020-07-07 13:00:00,23.703916668,2,13
"4521",2020-07-07 14:00:00,49.015983333,2,14
"4522",2020-07-07 15:00:00,42.5887,2,15
"4523",2020-07-07 16:00:00,12.006733332,2,16
"4524",2020-07-07 17:00:00,22.725933334,2,17
"4525",2020-07-07 18:00:00,14.098166667,2,18
"4526",2020-07-07 19:00:00,27.253766665,2,19
"4527",2020-07-07 20:00:00,21.755383336,2,20
"4528",2020-07-07 21:00:00,20.501333334,2,21
"4529",2020-07-07 22:00:00,65.828583332,2,22
"4530",2020-07-07 23:00:00,57.184033335,2,23
"4531",2020-07-08 00:00:00,46.706500002,3,0
"4532",2020-07-08 01:00:00,53.130966667,3,1
"4533",2020-07-08 02:00:00,263.99576667,3,2
"4534",2020-07-08 03:00:00,156.821933334,3,3
"4535",2020-07-08 04:00:00,92.167566665,3,4
"4536",2020-07-08 05:00:00,86.982166666,3,5
"4537",2020-07-08 06:00:00,56.986133336,3,6
"4538",2020-07-08 07:00:00,55.340699999,3,7
"4539",2020-07-08 08:00:00,57.587116668,3,8
"4540",2020-07-08 09:00:00,53.470449999,3,9
"4541",2020-07-08 10:00:00,68.908116666,3,10
"4542",2020-07-08 11:00:00,44.002466668,3,11
"4543",2020-07-08 12:00:00,158.889683335,3,12
"4544",2020-07-08 13:00:00,204.207966668,3,13
"4545",2020-07-08 14:00:00,71.754716668,3,14
"4546",2020-07-08 15:00:00,14.153216667,3,15
"4547",2020-07-08 16:00:00,35.150366665,3,16
"4548",2020-07-08 17:00:00,38.193700001,3,17
"4549",2020-07-08 18:00:00,44.302716668,3,18
"4550",2020-07-08 19:00:00,27.054466669,3,19
"4551",2020-07-08 20:00:00,24.525500003,3,20
"4552",2020-07-08 21:00:00,23.901516669,3,21
"4553",2020-07-08 22:00:00,29.157250003,3,22
"4554",2020-07-08 23:00:00,23.482366669,3,23
"4555",2020-07-09 00:00:00,29.203850001,4,0
"4556",2020-07-09 01:00:00,25.233850001,4,1
"4557",2020-07-09 02:00:00,28.217800001,4,2
"4558",2020-07-09 03:00:00,29.845316665,4,3
"4559",2020-07-09 04:00:00,32.529116665,4,4
"4560",2020-07-09 05:00:00,32.180416669,4,5
"4561",2020-07-09 06:00:00,29.079383333,4,6
"4562",2020-07-09 07:00:00,39.174633333,4,7
"4563",2020-07-09 08:00:00,41.359466668,4,8
"4564",2020-07-09 09:00:00,38.061266666,4,9
"4565",2020-07-09 10:00:00,22.582116668,4,10
"4566",2020-07-09 11:00:00,33.389733334,4,11
"4567",2020-07-09 12:00:00,24.367933331,4,12
"4568",2020-07-09 13:00:00,45.035266667,4,13
"4569",2020-07-09 14:00:00,39.016266668,4,14
"4570",2020-07-09 15:00:00,41.8703,4,15
"4571",2020-07-09 16:00:00,21.213450002,4,16
"4572",2020-07-09 17:00:00,25.92515,4,17
"4573",2020-07-09 18:00:00,29.276983333,4,18
"4574",2020-07-09 19:00:00,17.469416668,4,19
"4575",2020-07-09 20:00:00,36.926416671,4,20
"4576",2020-07-09 21:00:00,26.6582,4,21
"4577",2020-07-09 22:00:00,41.111549998,4,22
"4578",2020-07-09 23:00:00,34.500399999,4,23
"4579",2020-07-10 00:00:00,64.472866663,5,0
"4580",2020-07-10 01:00:00,67.748149997,5,1
"4581",2020-07-10 02:00:00,78.689466666,5,2
"4582",2020-07-10 03:00:00,73.581983335,5,3
"4583",2020-07-10 04:00:00,36.421883335,5,4
"4584",2020-07-10 05:00:00,29.250733331,5,5
"4585",2020-07-10 06:00:00,31.130483337,5,6
"4586",2020-07-10 07:00:00,23.794366666,5,7
"4587",2020-07-10 08:00:00,28.954499998,5,8
"4588",2020-07-10 09:00:00,32.757983335,5,9
"4589",2020-07-10 10:00:00,24.084533335,5,10
"4590",2020-07-10 11:00:00,24.33565,5,11
"4591",2020-07-10 12:00:00,50.384966666,5,12
"4592",2020-07-10 13:00:00,43.858533333,5,13
"4593",2020-07-10 14:00:00,48.948733333,5,14
"4594",2020-07-10 15:00:00,38.1942,5,15
"4595",2020-07-10 16:00:00,20.771383336,5,16
"4596",2020-07-10 17:00:00,13.916283331,5,17
"4597",2020-07-10 18:00:00,10.909716672,5,18
"4598",2020-07-10 19:00:00,18.410400003,5,19
"4599",2020-07-10 20:00:00,14.403283335,5,20
"4600",2020-07-10 21:00:00,23.800249999,5,21
"4601",2020-07-10 22:00:00,25.774550002,5,22
"4602",2020-07-10 23:00:00,26.767583333,5,23
"4603",2020-07-11 00:00:00,47.045650003,6,0
"4604",2020-07-11 01:00:00,44.059366669,6,1
"4605",2020-07-11 02:00:00,40.951316666,6,2
"4606",2020-07-11 03:00:00,26.323866665,6,3
"4607",2020-07-11 04:00:00,24.634200003,6,4
"4608",2020-07-11 05:00:00,25.77635,6,5
"4609",2020-07-11 06:00:00,24.319233333,6,6
"4610",2020-07-11 07:00:00,19.837283332,6,7
"4611",2020-07-11 08:00:00,30.571949999,6,8
"4612",2020-07-11 09:00:00,20.026183332,6,9
"4613",2020-07-11 10:00:00,20.765149998,6,10
"4614",2020-07-11 11:00:00,24.928283331,6,11
"4615",2020-07-11 12:00:00,21.497816667,6,12
"4616",2020-07-11 13:00:00,16.7954,6,13
"4617",2020-07-11 14:00:00,35.902233329,6,14
"4618",2020-07-11 15:00:00,30.04948333,6,15
"4619",2020-07-11 16:00:00,37.417466667,6,16
"4620",2020-07-11 17:00:00,22.397783333,6,17
"4621",2020-07-11 18:00:00,26.622149999,6,18
"4622",2020-07-11 19:00:00,36.867299999,6,19
"4623",2020-07-11 20:00:00,24.258516669,6,20
"4624",2020-07-11 21:00:00,45.338649997,6,21
"4625",2020-07-11 22:00:00,98.85393333,6,22
"4626",2020-07-11 23:00:00,63.053483332,6,23
"4627",2020-07-12 00:00:00,49.002166664,0,0
"4628",2020-07-12 01:00:00,98.092199999,0,1
"4629",2020-07-12 02:00:00,89.574083337,0,2
"4630",2020-07-12 03:00:00,42.882266662,0,3
"4631",2020-07-12 04:00:00,25.088616669,0,4
"4632",2020-07-12 05:00:00,23.864583335,0,5
"4633",2020-07-12 06:00:00,29.467316664,0,6
"4634",2020-07-12 07:00:00,27.931000003,0,7
"4635",2020-07-12 08:00:00,23.163299998,0,8
"4636",2020-07-12 09:00:00,29.070350003,0,9
"4637",2020-07-12 10:00:00,59.263333332,0,10
"4638",2020-07-12 11:00:00,50.405716667,0,11
"4639",2020-07-12 12:00:00,28.207799998,0,12
"4640",2020-07-12 13:00:00,19.307899999,0,13
"4641",2020-07-12 14:00:00,14.642649999,0,14
"4642",2020-07-12 15:00:00,8.234633336,0,15
"4643",2020-07-12 16:00:00,18.703699998,0,16
"4644",2020-07-12 17:00:00,5.495783334,0,17
"4645",2020-07-12 18:00:00,4.843233335,0,18
"4646",2020-07-12 19:00:00,9.443083338,0,19
"4647",2020-07-12 20:00:00,16.4041,0,20
"4648",2020-07-12 21:00:00,13.122266672,0,21
"4649",2020-07-12 22:00:00,30.67683333,0,22
"4650",2020-07-12 23:00:00,31.271750002,0,23
"4651",2020-07-13 00:00:00,43.416249999,1,0
"4652",2020-07-13 01:00:00,41.970450002,1,1
"4653",2020-07-13 02:00:00,52.694933331,1,2
"4654",2020-07-13 03:00:00,33.227933337,1,3
"4655",2020-07-13 04:00:00,24.175833332,1,4
"4656",2020-07-13 05:00:00,26.953899998,1,5
"4657",2020-07-13 06:00:00,22.263649999,1,6
"4658",2020-07-13 07:00:00,26.306233331,1,7
"4659",2020-07-13 08:00:00,32.786100004,1,8
"4660",2020-07-13 09:00:00,25.016483331,1,9
"4661",2020-07-13 10:00:00,32.634749997,1,10
"4662",2020-07-13 11:00:00,51.555449999,1,11
"4663",2020-07-13 12:00:00,55.655533337,1,12
"4664",2020-07-13 13:00:00,18.040549997,1,13
"4665",2020-07-13 14:00:00,18.955266666,1,14
"4666",2020-07-13 15:00:00,13.461883334,1,15
"4667",2020-07-13 16:00:00,34.252116668,1,16
"4668",2020-07-13 17:00:00,50.598316667,1,17
"4669",2020-07-13 18:00:00,39.415849999,1,18
"4670",2020-07-13 19:00:00,140.001666667,1,19
"4671",2020-07-13 20:00:00,257.091000003,1,20
"4672",2020-07-13 21:00:00,210.754199996,1,21
"4673",2020-07-13 22:00:00,172.620633329,1,22
"4674",2020-07-13 23:00:00,459.28014998,1,23
"4675",2020-07-14 00:00:00,186.394750005,2,0
"4676",2020-07-14 01:00:00,110.325299999,2,1
"4677",2020-07-14 02:00:00,84.73855,2,2
"4678",2020-07-14 03:00:00,125.932633332,2,3
"4679",2020-07-14 04:00:00,88.907383332,2,4
"4680",2020-07-14 05:00:00,41.436600002,2,5
"4681",2020-07-14 06:00:00,52.316466669,2,6
"4682",2020-07-14 07:00:00,64.947983332,2,7
"4683",2020-07-14 08:00:00,51.366733335,2,8
"4684",2020-07-14 09:00:00,29.556233334,2,9
"4685",2020-07-14 10:00:00,58.5835,2,10
"4686",2020-07-14 11:00:00,57.275633335,2,11
"4687",2020-07-14 12:00:00,60.592883333,2,12
"4688",2020-07-14 13:00:00,32.264483332,2,13
"4689",2020-07-14 14:00:00,32.245333334,2,14
"4690",2020-07-14 15:00:00,24.784133331,2,15
"4691",2020-07-14 16:00:00,41.831133331,2,16
"4692",2020-07-14 17:00:00,32.998583334,2,17
"4693",2020-07-14 18:00:00,31.271283334,2,18
"4694",2020-07-14 19:00:00,80.883083334,2,19
"4695",2020-07-14 20:00:00,225.92893333,2,20
"4696",2020-07-14 21:00:00,170.653833333,2,21
"4697",2020-07-14 22:00:00,137.824116667,2,22
"4698",2020-07-14 23:00:00,104.425183336,2,23
"4699",2020-07-15 00:00:00,124.529033333,3,0
"4700",2020-07-15 01:00:00,110.824899998,3,1
"4701",2020-07-15 02:00:00,309.144499997,3,2
"4702",2020-07-15 03:00:00,122.476866668,3,3
"4703",2020-07-15 04:00:00,102.710800003,3,4
"4704",2020-07-15 05:00:00,71.8441,3,5
"4705",2020-07-15 06:00:00,57.030400003,3,6
"4706",2020-07-15 07:00:00,56.025899998,3,7
"4707",2020-07-15 08:00:00,30.12335,3,8
"4708",2020-07-15 09:00:00,64.094999997,3,9
"4709",2020-07-15 10:00:00,90.180466668,3,10
"4710",2020-07-15 11:00:00,60.36966667,3,11
"4711",2020-07-15 12:00:00,38.465583337,3,12
"4712",2020-07-15 13:00:00,18.252966668,3,13
"4713",2020-07-15 14:00:00,18.827083333,3,14
"4714",2020-07-15 15:00:00,15.846049999,3,15
"4715",2020-07-15 16:00:00,120.859366665,3,16
"4716",2020-07-15 17:00:00,141.592899999,3,17
"4717",2020-07-15 18:00:00,142.78955,3,18
"4718",2020-07-15 19:00:00,130.251966667,3,19
"4719",2020-07-15 20:00:00,163.171100001,3,20
"4720",2020-07-15 21:00:00,187.7843,3,21
"4721",2020-07-15 22:00:00,186.611249997,3,22
"4722",2020-07-15 23:00:00,503.12101663,3,23
"4723",2020-07-16 00:00:00,349.504183337,4,0
"4724",2020-07-16 01:00:00,152.723233336,4,1
"4725",2020-07-16 02:00:00,73.610833329,4,2
"4726",2020-07-16 03:00:00,236.645083331,4,3
"4727",2020-07-16 04:00:00,93.866833335,4,4
"4728",2020-07-16 05:00:00,60.066583331,4,5
"4729",2020-07-16 06:00:00,54.185533332,4,6
"4730",2020-07-16 07:00:00,55.026299998,4,7
"4731",2020-07-16 08:00:00,59.178399998,4,8
"4732",2020-07-16 09:00:00,26.351683332,4,9
"4733",2020-07-16 10:00:00,94.744533332,4,10
"4734",2020-07-16 11:00:00,40.777116663,4,11
"4735",2020-07-16 12:00:00,35.8215,4,12
"4736",2020-07-16 13:00:00,24.542266663,4,13
"4737",2020-07-16 14:00:00,37.955883331,4,14
"4738",2020-07-16 15:00:00,65.954866665,4,15
"4739",2020-07-16 16:00:00,51.1692,4,16
"4740",2020-07-16 17:00:00,112.944099998,4,17
"4741",2020-07-16 18:00:00,215.330283336,4,18
"4742",2020-07-16 19:00:00,210.493049999,4,19
"4743",2020-07-16 20:00:00,232.37521667,4,20
"4744",2020-07-16 21:00:00,162.645933332,4,21
"4745",2020-07-16 22:00:00,58.384816665,4,22
"4746",2020-07-16 23:00:00,43.951533332,4,23
"4747",2020-07-17 00:00:00,38.222933332,5,0
"4748",2020-07-17 01:00:00,63.4859,5,1
"4749",2020-07-17 02:00:00,53.567566666,5,2
"4750",2020-07-17 03:00:00,192.996366665,5,3
"4751",2020-07-17 04:00:00,95.499966667,5,4
"4752",2020-07-17 05:00:00,53.70506667,5,5
"4753",2020-07-17 06:00:00,71.444950001,5,6
"4754",2020-07-17 07:00:00,55.437066668,5,7
"4755",2020-07-17 08:00:00,25.232416665,5,8
"4756",2020-07-17 09:00:00,24.955333332,5,9
"4757",2020-07-17 10:00:00,89.713100001,5,10
"4758",2020-07-17 11:00:00,47.796583334,5,11
"4759",2020-07-17 12:00:00,55.959116665,5,12
"4760",2020-07-17 13:00:00,20.415766665,5,13
"4761",2020-07-17 14:00:00,15.2648,5,14
"4762",2020-07-17 15:00:00,16.311700001,5,15
"4763",2020-07-17 16:00:00,36.718483334,5,16
"4764",2020-07-17 17:00:00,82.037200002,5,17
"4765",2020-07-17 18:00:00,235.117049998,5,18
"4766",2020-07-17 19:00:00,530.23461668,5,19
"4767",2020-07-17 20:00:00,491.570233333,5,20
"4768",2020-07-17 21:00:00,480.877899989,5,21
"4769",2020-07-17 22:00:00,336.551016669,5,22
"4770",2020-07-17 23:00:00,114.726599999,5,23
"4771",2020-07-18 00:00:00,37.574949998,6,0
"4772",2020-07-18 01:00:00,59.228349998,6,1
"4773",2020-07-18 02:00:00,165.541866663,6,2
"4774",2020-07-18 03:00:00,102.999466667,6,3
"4775",2020-07-18 04:00:00,55.151733333,6,4
"4776",2020-07-18 05:00:00,56.961466668,6,5
"4777",2020-07-18 06:00:00,53.881133333,6,6
"4778",2020-07-18 07:00:00,56.907416663,6,7
"4779",2020-07-18 08:00:00,28.039333331,6,8
"4780",2020-07-18 09:00:00,28.615449995,6,9
"4781",2020-07-18 10:00:00,89.716366665,6,10
"4782",2020-07-18 11:00:00,69.185066668,6,11
"4783",2020-07-18 12:00:00,115.525266665,6,12
"4784",2020-07-18 13:00:00,58.603350003,6,13
"4785",2020-07-18 14:00:00,38.593816665,6,14
"4786",2020-07-18 15:00:00,5.250500002,6,15
"4787",2020-07-18 16:00:00,29.141266667,6,16
"4788",2020-07-18 17:00:00,62.2705,6,17
"4789",2020-07-18 18:00:00,103.225266668,6,18
"4790",2020-07-18 19:00:00,236.407883333,6,19
"4791",2020-07-18 20:00:00,185.208766666,6,20
"4792",2020-07-18 21:00:00,170.074883333,6,21
"4793",2020-07-18 22:00:00,151.956916667,6,22
"4794",2020-07-18 23:00:00,216.928633332,6,23
"4795",2020-07-19 00:00:00,203.069983334,0,0
"4796",2020-07-19 01:00:00,166.8672,0,1
"4797",2020-07-19 02:00:00,110.644333331,0,2
"4798",2020-07-19 03:00:00,97.977099997,0,3
"4799",2020-07-19 04:00:00,72.70605,0,4
"4800",2020-07-19 05:00:00,29.181333335,0,5
"4801",2020-07-19 06:00:00,22.439750002,0,6
"4802",2020-07-19 07:00:00,31.904066666,0,7
"4803",2020-07-19 08:00:00,22.179366667,0,8
"4804",2020-07-19 09:00:00,25.725483332,0,9
"4805",2020-07-19 10:00:00,21.147183332,0,10
"4806",2020-07-19 11:00:00,68.287016669,0,11
"4807",2020-07-19 12:00:00,52.550783334,0,12
"4808",2020-07-19 13:00:00,40.194850002,0,13
"4809",2020-07-19 14:00:00,33.471433335,0,14
"4810",2020-07-19 15:00:00,15.737350001,0,15
"4811",2020-07-19 16:00:00,15.0764,0,16
"4812",2020-07-19 17:00:00,8.696433334,0,17
"4813",2020-07-19 18:00:00,11.403566669,0,18
"4814",2020-07-19 19:00:00,11.621450002,0,19
"4815",2020-07-19 20:00:00,21.7386,0,20
"4816",2020-07-19 21:00:00,15.118199998,0,21
"4817",2020-07-19 22:00:00,26.308166664,0,22
"4818",2020-07-19 23:00:00,20.935916666,0,23
"4819",2020-07-20 00:00:00,36.493349998,1,0
"4820",2020-07-20 01:00:00,33.870183331,1,1
"4821",2020-07-20 02:00:00,40.0154,1,2
"4822",2020-07-20 03:00:00,40.761033337,1,3
"4823",2020-07-20 04:00:00,37.304666663,1,4
"4824",2020-07-20 05:00:00,29.126666665,1,5
"4825",2020-07-20 06:00:00,23.85375,1,6
"4826",2020-07-20 07:00:00,25.412433334,1,7
"4827",2020-07-20 08:00:00,25.05783333,1,8
"4828",2020-07-20 09:00:00,18.704400003,1,9
"4829",2020-07-20 10:00:00,23.470999999,1,10
"4830",2020-07-20 11:00:00,52.033083338,1,11
"4831",2020-07-20 12:00:00,46.228866667,1,12
"4832",2020-07-20 13:00:00,37.538233334,1,13
"4833",2020-07-20 14:00:00,8.619466665,1,14
"4834",2020-07-20 15:00:00,8.025333332,1,15
"4835",2020-07-20 16:00:00,24.92426667,1,16
"4836",2020-07-20 17:00:00,20.712866668,1,17
"4837",2020-07-20 18:00:00,8.025383329,1,18
"4838",2020-07-20 19:00:00,11.855716665,1,19
"4839",2020-07-20 20:00:00,19.499349998,1,20
"4840",2020-07-20 21:00:00,40.942666665,1,21
"4841",2020-07-20 22:00:00,38.00405,1,22
"4842",2020-07-20 23:00:00,59.245566668,1,23
"4843",2020-07-21 00:00:00,63.094850001,2,0
"4844",2020-07-21 01:00:00,94.477999998,2,1
"4845",2020-07-21 02:00:00,70.56045,2,2
"4846",2020-07-21 03:00:00,75.463133335,2,3
"4847",2020-07-21 04:00:00,35.370816671,2,4
"4848",2020-07-21 05:00:00,41.141600001,2,5
"4849",2020-07-21 06:00:00,34.049900004,2,6
"4850",2020-07-21 07:00:00,37.877316671,2,7
"4851",2020-07-21 08:00:00,33.238700001,2,8
"4852",2020-07-21 09:00:00,32.332683335,2,9
"4853",2020-07-21 10:00:00,37.190133336,2,10
"4854",2020-07-21 11:00:00,83.166116667,2,11
"4855",2020-07-21 12:00:00,52.142033334,2,12
"4856",2020-07-21 13:00:00,14.444799997,2,13
"4857",2020-07-21 14:00:00,8.734450001,2,14
"4858",2020-07-21 15:00:00,5.935616665,2,15
"4859",2020-07-21 16:00:00,6.483683332,2,16
"4860",2020-07-21 17:00:00,5.942683331,2,17
"4861",2020-07-21 18:00:00,8.6348,2,18
"4862",2020-07-21 19:00:00,4.518000002,2,19
"4863",2020-07-21 20:00:00,19.127933334,2,20
"4864",2020-07-21 21:00:00,21.516600001,2,21
"4865",2020-07-21 22:00:00,39.188233332,2,22
"4866",2020-07-21 23:00:00,36.338316665,2,23
"4867",2020-07-22 00:00:00,51.373483333,3,0
"4868",2020-07-22 01:00:00,40.488599997,3,1
"4869",2020-07-22 02:00:00,57.337750002,3,2
"4870",2020-07-22 03:00:00,50.465716664,3,3
"4871",2020-07-22 04:00:00,25.041683332,3,4
"4872",2020-07-22 05:00:00,32.819400001,3,5
"4873",2020-07-22 06:00:00,27.583516668,3,6
"4874",2020-07-22 07:00:00,26.136850001,3,7
"4875",2020-07-22 08:00:00,30.94311667,3,8
"4876",2020-07-22 09:00:00,28.360883332,3,9
"4877",2020-07-22 10:00:00,24.808316672,3,10
"4878",2020-07-22 11:00:00,59.457983333,3,11
"4879",2020-07-22 12:00:00,52.090266668,3,12
"4880",2020-07-22 13:00:00,22.105133335,3,13
"4881",2020-07-22 14:00:00,48.275966669,3,14
"4882",2020-07-22 15:00:00,36.246283334,3,15
"4883",2020-07-22 16:00:00,21.644583336,3,16
"4884",2020-07-22 17:00:00,11.954416669,3,17
"4885",2020-07-22 18:00:00,11.609783328,3,18
"4886",2020-07-22 19:00:00,12.342933334,3,19
"4887",2020-07-22 20:00:00,18.163033328,3,20
"4888",2020-07-22 21:00:00,22.770783336,3,21
"4889",2020-07-22 22:00:00,23.6379,3,22
"4890",2020-07-22 23:00:00,34.318900002,3,23
"4891",2020-07-23 00:00:00,21.327499999,4,0
"4892",2020-07-23 01:00:00,34.472300001,4,1
"4893",2020-07-23 02:00:00,30.940583332,4,2
"4894",2020-07-23 03:00:00,22.681366665,4,3
"4895",2020-07-23 04:00:00,35.354516668,4,4
"4896",2020-07-23 05:00:00,39.168683332,4,5
"4897",2020-07-23 06:00:00,30.218950002,4,6
"4898",2020-07-23 07:00:00,29.056516663,4,7
"4899",2020-07-23 08:00:00,25.524050001,4,8
"4900",2020-07-23 09:00:00,25.982316663,4,9
"4901",2020-07-23 10:00:00,27.645233333,4,10
"4902",2020-07-23 11:00:00,23.429083333,4,11
"4903",2020-07-23 12:00:00,26.970783334,4,12
"4904",2020-07-23 13:00:00,11.620116668,4,13
"4905",2020-07-23 14:00:00,7.63846667,4,14
"4906",2020-07-23 15:00:00,3.022966665,4,15
"4907",2020-07-23 16:00:00,4.552583334,4,16
"4908",2020-07-23 17:00:00,2.994733338,4,17
"4909",2020-07-23 18:00:00,9.047266666,4,18
"4910",2020-07-23 19:00:00,9.264783336,4,19
"4911",2020-07-23 20:00:00,15.532750003,4,20
"4912",2020-07-23 21:00:00,23.807299999,4,21
"4913",2020-07-23 22:00:00,22.469716665,4,22
"4914",2020-07-23 23:00:00,31.18415,4,23
"4915",2020-07-24 00:00:00,24.570650004,5,0
"4916",2020-07-24 01:00:00,28.239100002,5,1
"4917",2020-07-24 02:00:00,26.538116663,5,2
"4918",2020-07-24 03:00:00,30.748266668,5,3
"4919",2020-07-24 04:00:00,21.986383331,5,4
"4920",2020-07-24 05:00:00,32.731449998,5,5
"4921",2020-07-24 06:00:00,23.5303,5,6
"4922",2020-07-24 07:00:00,28.976916667,5,7
"4923",2020-07-24 08:00:00,25.744216669,5,8
"4924",2020-07-24 09:00:00,29.544750002,5,9
"4925",2020-07-24 10:00:00,23.060799998,5,10
"4926",2020-07-24 11:00:00,28.128383334,5,11
"4927",2020-07-24 12:00:00,22.828483336,5,12
"4928",2020-07-24 13:00:00,12.952683335,5,13
"4929",2020-07-24 14:00:00,9.070750031,5,14
"4930",2020-07-24 15:00:00,5.760750005,5,15
"4931",2020-07-24 16:00:00,7.190416667,5,16
"4932",2020-07-24 17:00:00,2.943700002,5,17
"4933",2020-07-24 18:00:00,9.753399999,5,18
"4934",2020-07-24 19:00:00,6.005600001,5,19
"4935",2020-07-24 20:00:00,18.547316666,5,20
"4936",2020-07-24 21:00:00,18.201516668,5,21
"4937",2020-07-24 22:00:00,27.124983329,5,22
"4938",2020-07-24 23:00:00,26.473633334,5,23
"4939",2020-07-25 00:00:00,26.935433337,6,0
"4940",2020-07-25 01:00:00,27.741433333,6,1
"4941",2020-07-25 02:00:00,28.982416664,6,2
"4942",2020-07-25 03:00:00,54.429566666,6,3
"4943",2020-07-25 04:00:00,379.521983333,6,4
"4944",2020-07-25 05:00:00,154.708550002,6,5
"4945",2020-07-25 06:00:00,128.13678333,6,6
"4946",2020-07-25 07:00:00,79.724466666,6,7
"4947",2020-07-25 08:00:00,57.005366668,6,8
"4948",2020-07-25 09:00:00,51.410733329,6,9
"4949",2020-07-25 10:00:00,78.129949997,6,10
"4950",2020-07-25 11:00:00,70.93148333,6,11
"4951",2020-07-25 12:00:00,102.687133335,6,12
"4952",2020-07-25 13:00:00,168.5008,6,13
"4953",2020-07-25 14:00:00,234.160816664,6,14
"4954",2020-07-25 15:00:00,155.626333333,6,15
"4955",2020-07-25 16:00:00,240.263516668,6,16
"4956",2020-07-25 17:00:00,291.207049995,6,17
"4957",2020-07-25 18:00:00,201.188383338,6,18
"4958",2020-07-25 19:00:00,234.695666662,6,19
"4959",2020-07-25 20:00:00,442.311416654,6,20
"4960",2020-07-25 21:00:00,359.883016675,6,21
"4961",2020-07-25 22:00:00,301.896316677,6,22
"4962",2020-07-25 23:00:00,243.742583333,6,23
"4963",2020-07-26 00:00:00,188.187899992,0,0
"4964",2020-07-26 01:00:00,122.231100004,0,1
"4965",2020-07-26 02:00:00,122.379583335,0,2
"4966",2020-07-26 03:00:00,254.415249996,0,3
"4967",2020-07-26 04:00:00,99.927233331,0,4
"4968",2020-07-26 05:00:00,105.184083335,0,5
"4969",2020-07-26 06:00:00,73.094483335,0,6
"4970",2020-07-26 07:00:00,37.062066666,0,7
"4971",2020-07-26 08:00:00,54.608516666,0,8
"4972",2020-07-26 09:00:00,43.298433336,0,9
"4973",2020-07-26 10:00:00,71.470399997,0,10
"4974",2020-07-26 11:00:00,52.347250003,0,11
"4975",2020-07-26 12:00:00,66.180899999,0,12
"4976",2020-07-26 13:00:00,38.782383334,0,13
"4977",2020-07-26 14:00:00,56.38578333,0,14
"4978",2020-07-26 15:00:00,72.405616666,0,15
"4979",2020-07-26 16:00:00,79.000449998,0,16
"4980",2020-07-26 17:00:00,85.955966668,0,17
"4981",2020-07-26 18:00:00,130.459633333,0,18
"4982",2020-07-26 19:00:00,295.093766672,0,19
"4983",2020-07-26 20:00:00,354.355216668,0,20
"4984",2020-07-26 21:00:00,403.278616669,0,21
"4985",2020-07-26 22:00:00,382.694366682,0,22
"4986",2020-07-26 23:00:00,235.593283336,0,23
"4987",2020-07-27 00:00:00,122.531600001,1,0
"4988",2020-07-27 01:00:00,156.640633332,1,1
"4989",2020-07-27 02:00:00,264.064066676,1,2
"4990",2020-07-27 03:00:00,218.558766668,1,3
"4991",2020-07-27 04:00:00,108.782866668,1,4
"4992",2020-07-27 05:00:00,61.66365,1,5
"4993",2020-07-27 06:00:00,52.936000003,1,6
"4994",2020-07-27 07:00:00,63.29145,1,7
"4995",2020-07-27 08:00:00,56.851699998,1,8
"4996",2020-07-27 09:00:00,31.7976,1,9
"4997",2020-07-27 10:00:00,75.64875,1,10
"4998",2020-07-27 11:00:00,58.777849997,1,11
"4999",2020-07-27 12:00:00,57.920833334,1,12
"5000",2020-07-27 13:00:00,38.476116666,1,13
"5001",2020-07-27 14:00:00,9.667766668,1,14
"5002",2020-07-27 15:00:00,21.11578333,1,15
"5003",2020-07-27 16:00:00,11.277600003,1,16
"5004",2020-07-27 17:00:00,6.670466668,1,17
"5005",2020-07-27 18:00:00,13.340033332,1,18
"5006",2020-07-27 19:00:00,117.166333332,1,19
"5007",2020-07-27 20:00:00,270.74798333,1,20
"5008",2020-07-27 21:00:00,299.122316669,1,21
"5009",2020-07-27 22:00:00,280.260133331,1,22
"5010",2020-07-27 23:00:00,187.300033336,1,23
"5011",2020-07-28 00:00:00,197.048633331,2,0
"5012",2020-07-28 01:00:00,71.386416669,2,1
